['1', '3', '3', 'hotel'] 100001010101100101111000001100111000110111010110 : '
['2', '2', '2', 'gamma'] 100100000000000000001111110110100010001000000010 : '
['2', '3', '2', 'gamma'] 100100000000000001111000001100110010001000000010 : '
['2', '4', '2', 'gamma'] 100100000000000001101111110110010010001000000010 : '
['2', '5', '2', 'gamma'] 100100000000000010110001110011100010001000000010 : '
['2', '6', '2', 'gamma'] 100100000000000010100100101111010010001000000010 : '
['2', '7', '2', 'gamma'] 100100000000000001110001001001110010001000000010 : '
['2', '8', '2', 'gamma'] 100100000000000011110011011001010010001000000010 : '
['2', '1', '3', 'gamma'] 100100000000000010000000111110111000110111010110 : '
['2', '2', '3', 'gamma'] 100100000000000000001111110110101000110111010110 : '
['2', '1', '11', 'gamma'] 100100000000000010000000111110110000111110100010 : '
['2', '2', '11', 'gamma'] 100100000000000000001111110110100000111110100010 : '
['2', '3', '11', 'gamma'] 100100000000000001111000001100110000111110100010 : '
['2', '4', '11', 'gamma'] 100100000000000001101111110110010000111110100010 : '
['2', '5', '11', 'gamma'] 100100000000000010110001110011100000111110100010 : '
['2', '6', '11', 'gamma'] 100100000000000010100100101111010000111110100010 : '
['2', '7', '11', 'gamma'] 100100000000000001110001001001110000111110100010 : '
['2', '8', '11', 'gamma'] 100100000000000011110011011001010000111110100010 : '
['2', '1', '12', 'gamma'] 100100000000000010000000111110110101100000100100 : '
['2', '2', '12', 'gamma'] 100100000000000000001111110110100101100000100100 : '
['2', '3', '12', 'gamma'] 100100000000000001111000001100110101100000100100 : '
['2', '4', '12', 'gamma'] 100100000000000001101111110110010101100000100100 : '
['2', '5', '12', 'gamma'] 100100000000000010110001110011100101100000100100 : '
['2', '6', '12', 'gamma'] 100100000000000010100100101111010101100000100100 : '
['2', '7', '12', 'gamma'] 100100000000000001110001001001110101100000100100 : '
['2', '8', '12', 'gamma'] 100100000000000011110011011001010101100000100100 : '
['4', '1', '1', 'gamma'] 000000000001000110000000111110111101110110000000 : '
['2', '0', '4', 'hotel'] 100100000000000010111010100000010110000001101101 : '
['9', '0', '4', 'hotel'] 000101001000100110111010100000010110000001101101 : '
['0', '4', '10', 'alpha'] 010010011111101001101111110110010011001110110010 : '
['4', '4', '2', 'gamma'] 000000000001000101101111110110010010001000000010 : '
['4', '4', '11', 'gamma'] 000000000001000101101111110110010000111110100010 : '
['4', '4', '12', 'gamma'] 000000000001000101101111110110010101100000100100 : '
['9', '2', '3', 'gamma'] 000101001000100100001111110110101000110111010110 : '
['10', '2', '3', 'gamma'] 001011100010110000001111110110101000110111010110 : '
['11', '2', '3', 'gamma'] 101000111001110000001111110110101000110111010110 : '
['12', '2', '3', 'gamma'] 011100010111100000001111110110101000110111010110 : '
['3', '2', '2', 'hotel'] 000001101000000100001111110110100010001000000010 : '
['3', '3', '2', 'hotel'] 000001101000000101111000001100110010001000000010 : '
['3', '4', '2', 'hotel'] 000001101000000101101111110110010010001000000010 : '
['3', '5', '2', 'hotel'] 000001101000000110110001110011100010001000000010 : '
['3', '6', '2', 'hotel'] 000001101000000110100100101111010010001000000010 : '
['3', '7', '2', 'hotel'] 000001101000000101110001001001110010001000000010 : '
['3', '8', '2', 'hotel'] 000001101000000111110011011001010010001000000010 : '
['3', '9', '2', 'hotel'] 000001101000000110011101100001000010001000000010 : '
['3', '10', '2', 'hotel'] 000001101000000110110101011011100010001000000010 : '
['4', '5', '11', 'alpha'] 000000000001000110110001110011100000111110100010 : '
['4', '6', '11', 'alpha'] 000000000001000110100100101111010000111110100010 : '
['4', '7', '11', 'alpha'] 000000000001000101110001001001110000111110100010 : '
['4', '8', '11', 'alpha'] 000000000001000111110011011001010000111110100010 : '
['4', '9', '11', 'alpha'] 000000000001000110011101100001000000111110100010 : '
['4', '10', '11', 'alpha'] 000000000001000110110101011011100000111110100010 : '
['4', '11', '11', 'alpha'] 000000000001000110111000011110110000111110100010 : '
['9', '0', '6', 'hotel'] 000101001000100110111010100000010100101100001111 : '
['10', '0', '6', 'hotel'] 001011100010110010111010100000010100101100001111 : '
['11', '0', '6', 'hotel'] 101000111001110010111010100000010100101100001111 : '
['12', '0', '6', 'hotel'] 011100010111100010111010100000010100101100001111 : '
['9', '1', '6', 'hotel'] 000101001000100110000000111110110100101100001111 : '
['10', '1', '6', 'hotel'] 001011100010110010000000111110110100101100001111 : '
['11', '1', '6', 'hotel'] 101000111001110010000000111110110100101100001111 : '
['12', '1', '6', 'hotel'] 011100010111100010000000111110110100101100001111 : '
['9', '2', '6', 'hotel'] 000101001000100100001111110110100100101100001111 : '
['10', '2', '6', 'hotel'] 001011100010110000001111110110100100101100001111 : '
['11', '2', '6', 'hotel'] 101000111001110000001111110110100100101100001111 : '
['12', '2', '6', 'hotel'] 011100010111100000001111110110100100101100001111 : '
['11', '3', '6', 'hotel'] 101000111001110001111000001100110100101100001111 : '
['12', '3', '6', 'hotel'] 011100010111100001111000001100110100101100001111 : '
['11', '4', '6', 'hotel'] 101000111001110001101111110110010100101100001111 : '
['12', '4', '6', 'hotel'] 011100010111100001101111110110010100101100001111 : '
['11', '5', '6', 'hotel'] 101000111001110010110001110011100100101100001111 : '
['12', '5', '6', 'hotel'] 011100010111100010110001110011100100101100001111 : '
['11', '6', '6', 'hotel'] 101000111001110010100100101111010100101100001111 : '
['12', '6', '6', 'hotel'] 011100010111100010100100101111010100101100001111 : '
['11', '7', '6', 'hotel'] 101000111001110001110001001001110100101100001111 : '
['12', '7', '6', 'hotel'] 011100010111100001110001001001110100101100001111 : '
['11', '8', '6', 'hotel'] 101000111001110011110011011001010100101100001111 : '
['12', '8', '6', 'hotel'] 011100010111100011110011011001010100101100001111 : '
['9', '0', '7', 'hotel'] 000101001000100110111010100000011001010111001010 : '
['10', '0', '7', 'hotel'] 001011100010110010111010100000011001010111001010 : '
['11', '0', '7', 'hotel'] 101000111001110010111010100000011001010111001010 : '
['12', '0', '7', 'hotel'] 011100010111100010111010100000011001010111001010 : '
['9', '1', '7', 'hotel'] 000101001000100110000000111110111001010111001010 : '
['10', '1', '7', 'hotel'] 001011100010110010000000111110111001010111001010 : '
['11', '1', '7', 'hotel'] 101000111001110010000000111110111001010111001010 : '
['12', '1', '7', 'hotel'] 011100010111100010000000111110111001010111001010 : '
['9', '2', '7', 'hotel'] 000101001000100100001111110110101001010111001010 : '
['10', '2', '7', 'hotel'] 001011100010110000001111110110101001010111001010 : '
['11', '2', '7', 'hotel'] 101000111001110000001111110110101001010111001010 : '
['12', '2', '7', 'hotel'] 011100010111100000001111110110101001010111001010 : '
['11', '3', '7', 'hotel'] 101000111001110001111000001100111001010111001010 : '
['12', '3', '7', 'hotel'] 011100010111100001111000001100111001010111001010 : '
['11', '4', '7', 'hotel'] 101000111001110001101111110110011001010111001010 : '
['12', '4', '7', 'hotel'] 011100010111100001101111110110011001010111001010 : '
['11', '5', '7', 'hotel'] 101000111001110010110001110011101001010111001010 : '
['12', '5', '7', 'hotel'] 011100010111100010110001110011101001010111001010 : '
['11', '6', '7', 'hotel'] 101000111001110010100100101111011001010111001010 : '
['12', '6', '7', 'hotel'] 011100010111100010100100101111011001010111001010 : '
['11', '7', '7', 'hotel'] 101000111001110001110001001001111001010111001010 : '
['12', '7', '7', 'hotel'] 011100010111100001110001001001111001010111001010 : '
['11', '8', '7', 'hotel'] 101000111001110011110011011001011001010111001010 : '
['12', '8', '7', 'hotel'] 011100010111100011110011011001011001010111001010 : '
['9', '0', '8', 'hotel'] 000101001000100110111010100000010010010110100001 : '
['10', '0', '8', 'hotel'] 001011100010110010111010100000010010010110100001 : '
['11', '0', '8', 'hotel'] 101000111001110010111010100000010010010110100001 : '
['12', '0', '8', 'hotel'] 011100010111100010111010100000010010010110100001 : '
['9', '1', '8', 'hotel'] 000101001000100110000000111110110010010110100001 : '
['10', '1', '8', 'hotel'] 001011100010110010000000111110110010010110100001 : '
['11', '1', '8', 'hotel'] 101000111001110010000000111110110010010110100001 : '
['12', '1', '8', 'hotel'] 011100010111100010000000111110110010010110100001 : '
['9', '2', '8', 'hotel'] 000101001000100100001111110110100010010110100001 : '
['10', '2', '8', 'hotel'] 001011100010110000001111110110100010010110100001 : '
['11', '2', '8', 'hotel'] 101000111001110000001111110110100010010110100001 : '
['12', '2', '8', 'hotel'] 011100010111100000001111110110100010010110100001 : '
['11', '3', '8', 'hotel'] 101000111001110001111000001100110010010110100001 : '
['12', '3', '8', 'hotel'] 011100010111100001111000001100110010010110100001 : '
['11', '4', '8', 'hotel'] 101000111001110001101111110110010010010110100001 : '
['12', '4', '8', 'hotel'] 011100010111100001101111110110010010010110100001 : '
['11', '5', '8', 'hotel'] 101000111001110010110001110011100010010110100001 : '
['12', '5', '8', 'hotel'] 011100010111100010110001110011100010010110100001 : '
['11', '6', '8', 'hotel'] 101000111001110010100100101111010010010110100001 : '
['12', '6', '8', 'hotel'] 011100010111100010100100101111010010010110100001 : '
['11', '7', '8', 'hotel'] 101000111001110001110001001001110010010110100001 : '
['12', '7', '8', 'hotel'] 011100010111100001110001001001110010010110100001 : '
['11', '8', '8', 'hotel'] 101000111001110011110011011001010010010110100001 : '
['12', '8', '8', 'hotel'] 011100010111100011110011011001010010010110100001 : '
['9', '0', '9', 'hotel'] 000101001000100110111010100000010100010010001100 : '
['10', '0', '9', 'hotel'] 001011100010110010111010100000010100010010001100 : '
['11', '0', '9', 'hotel'] 101000111001110010111010100000010100010010001100 : '
['12', '0', '9', 'hotel'] 011100010111100010111010100000010100010010001100 : '
['9', '1', '9', 'hotel'] 000101001000100110000000111110110100010010001100 : '
['10', '1', '9', 'hotel'] 001011100010110010000000111110110100010010001100 : '
['11', '1', '9', 'hotel'] 101000111001110010000000111110110100010010001100 : '
['12', '1', '9', 'hotel'] 011100010111100010000000111110110100010010001100 : '
['9', '2', '9', 'hotel'] 000101001000100100001111110110100100010010001100 : '
['10', '2', '9', 'hotel'] 001011100010110000001111110110100100010010001100 : '
['11', '2', '9', 'hotel'] 101000111001110000001111110110100100010010001100 : '
['12', '2', '9', 'hotel'] 011100010111100000001111110110100100010010001100 : '
['11', '3', '9', 'hotel'] 101000111001110001111000001100110100010010001100 : '
['12', '3', '9', 'hotel'] 011100010111100001111000001100110100010010001100 : '
['11', '4', '9', 'hotel'] 101000111001110001101111110110010100010010001100 : '
['12', '4', '9', 'hotel'] 011100010111100001101111110110010100010010001100 : '
['11', '5', '9', 'hotel'] 101000111001110010110001110011100100010010001100 : '
['12', '5', '9', 'hotel'] 011100010111100010110001110011100100010010001100 : '
['11', '6', '9', 'hotel'] 101000111001110010100100101111010100010010001100 : '
['12', '6', '9', 'hotel'] 011100010111100010100100101111010100010010001100 : '
['11', '7', '9', 'hotel'] 101000111001110001110001001001110100010010001100 : '
['12', '7', '9', 'hotel'] 011100010111100001110001001001110100010010001100 : '
['11', '8', '9', 'hotel'] 101000111001110011110011011001010100010010001100 : '
['12', '8', '9', 'hotel'] 011100010111100011110011011001010100010010001100 : '
['9', '0', '10', 'hotel'] 000101001000100110111010100000010011001110110010 : '
['10', '0', '10', 'hotel'] 001011100010110010111010100000010011001110110010 : '
['11', '0', '10', 'hotel'] 101000111001110010111010100000010011001110110010 : '
['12', '0', '10', 'hotel'] 011100010111100010111010100000010011001110110010 : '
['9', '1', '10', 'hotel'] 000101001000100110000000111110110011001110110010 : '
['10', '1', '10', 'hotel'] 001011100010110010000000111110110011001110110010 : '
['11', '1', '10', 'hotel'] 101000111001110010000000111110110011001110110010 : '
['12', '1', '10', 'hotel'] 011100010111100010000000111110110011001110110010 : '
['9', '2', '10', 'hotel'] 000101001000100100001111110110100011001110110010 : '
['10', '2', '10', 'hotel'] 001011100010110000001111110110100011001110110010 : '
['11', '2', '10', 'hotel'] 101000111001110000001111110110100011001110110010 : '
['12', '2', '10', 'hotel'] 011100010111100000001111110110100011001110110010 : '
['9', '3', '10', 'hotel'] 000101001000100101111000001100110011001110110010 : '
['10', '3', '10', 'hotel'] 001011100010110001111000001100110011001110110010 : '
['11', '3', '10', 'hotel'] 101000111001110001111000001100110011001110110010 : '
['12', '3', '10', 'hotel'] 011100010111100001111000001100110011001110110010 : '
['9', '4', '10', 'hotel'] 000101001000100101101111110110010011001110110010 : '
['10', '4', '10', 'hotel'] 001011100010110001101111110110010011001110110010 : '
['11', '4', '10', 'hotel'] 101000111001110001101111110110010011001110110010 : '
['12', '4', '10', 'hotel'] 011100010111100001101111110110010011001110110010 : '
['9', '5', '10', 'hotel'] 000101001000100110110001110011100011001110110010 : '
['10', '5', '10', 'hotel'] 001011100010110010110001110011100011001110110010 : '
['11', '5', '10', 'hotel'] 101000111001110010110001110011100011001110110010 : '
['12', '5', '10', 'hotel'] 011100010111100010110001110011100011001110110010 : '
['9', '6', '10', 'hotel'] 000101001000100110100100101111010011001110110010 : '
['10', '6', '10', 'hotel'] 001011100010110010100100101111010011001110110010 : '
['11', '6', '10', 'hotel'] 101000111001110010100100101111010011001110110010 : '
['12', '6', '10', 'hotel'] 011100010111100010100100101111010011001110110010 : '
['9', '7', '10', 'hotel'] 000101001000100101110001001001110011001110110010 : '
['10', '7', '10', 'hotel'] 001011100010110001110001001001110011001110110010 : '
['11', '7', '10', 'hotel'] 101000111001110001110001001001110011001110110010 : '
['12', '7', '10', 'hotel'] 011100010111100001110001001001110011001110110010 : '
['9', '8', '10', 'hotel'] 000101001000100111110011011001010011001110110010 : '
['10', '8', '10', 'hotel'] 001011100010110011110011011001010011001110110010 : '
['11', '8', '10', 'hotel'] 101000111001110011110011011001010011001110110010 : '
['12', '8', '10', 'hotel'] 011100010111100011110011011001010011001110110010 : '
['2', '0', '11', 'hotel'] 100100000000000010111010100000010000111110100010 : '
['4', '0', '11', 'hotel'] 000000000001000110111010100000010000111110100010 : '
['5', '0', '11', 'hotel'] 111110111011010010111010100000010000111110100010 : '
['6', '0', '11', 'hotel'] 101001100001111110111010100000010000111110100010 : '
['7', '0', '11', 'hotel'] 011111101111110110111010100000010000111110100010 : '
['8', '0', '11', 'hotel'] 001101111101001110111010100000010000111110100010 : '
['9', '0', '11', 'hotel'] 000101001000100110111010100000010000111110100010 : '
['10', '0', '11', 'hotel'] 001011100010110010111010100000010000111110100010 : '
['11', '0', '11', 'hotel'] 101000111001110010111010100000010000111110100010 : '
['12', '0', '11', 'hotel'] 011100010111100010111010100000010000111110100010 : '
['4', '1', '11', 'hotel'] 000000000001000110000000111110110000111110100010 : '
['5', '1', '11', 'hotel'] 111110111011010010000000111110110000111110100010 : '
['6', '1', '11', 'hotel'] 101001100001111110000000111110110000111110100010 : '
['7', '1', '11', 'hotel'] 011111101111110110000000111110110000111110100010 : '
['8', '1', '11', 'hotel'] 001101111101001110000000111110110000111110100010 : '
['9', '1', '11', 'hotel'] 000101001000100110000000111110110000111110100010 : '
['10', '1', '11', 'hotel'] 001011100010110010000000111110110000111110100010 : '
['11', '1', '11', 'hotel'] 101000111001110010000000111110110000111110100010 : '
['12', '1', '11', 'hotel'] 011100010111100010000000111110110000111110100010 : '
['4', '2', '11', 'hotel'] 000000000001000100001111110110100000111110100010 : '
['6', '2', '11', 'hotel'] 101001100001111100001111110110100000111110100010 : '
['7', '2', '11', 'hotel'] 011111101111110100001111110110100000111110100010 : '
['8', '2', '11', 'hotel'] 001101111101001100001111110110100000111110100010 : '
['9', '2', '11', 'hotel'] 000101001000100100001111110110100000111110100010 : '
['10', '2', '11', 'hotel'] 001011100010110000001111110110100000111110100010 : '
['11', '2', '11', 'hotel'] 101000111001110000001111110110100000111110100010 : '
['12', '2', '11', 'hotel'] 011100010111100000001111110110100000111110100010 : '
['4', '3', '11', 'hotel'] 000000000001000101111000001100110000111110100010 : '
['5', '3', '11', 'hotel'] 111110111011010001111000001100110000111110100010 : '
['6', '3', '11', 'hotel'] 101001100001111101111000001100110000111110100010 : '
['7', '3', '11', 'hotel'] 011111101111110101111000001100110000111110100010 : '
['8', '3', '11', 'hotel'] 001101111101001101111000001100110000111110100010 : '
['9', '3', '11', 'hotel'] 000101001000100101111000001100110000111110100010 : '
['10', '3', '11', 'hotel'] 001011100010110001111000001100110000111110100010 : '
['11', '3', '11', 'hotel'] 101000111001110001111000001100110000111110100010 : '
['12', '3', '11', 'hotel'] 011100010111100001111000001100110000111110100010 : '
['5', '4', '11', 'hotel'] 111110111011010001101111110110010000111110100010 : '
['6', '4', '11', 'hotel'] 101001100001111101101111110110010000111110100010 : '
['7', '4', '11', 'hotel'] 011111101111110101101111110110010000111110100010 : '
['8', '4', '11', 'hotel'] 001101111101001101101111110110010000111110100010 : '
['9', '4', '11', 'hotel'] 000101001000100101101111110110010000111110100010 : '
['10', '4', '11', 'hotel'] 001011100010110001101111110110010000111110100010 : '
['11', '4', '11', 'hotel'] 101000111001110001101111110110010000111110100010 : '
['12', '4', '11', 'hotel'] 011100010111100001101111110110010000111110100010 : '
['5', '5', '11', 'hotel'] 111110111011010010110001110011100000111110100010 : '
['6', '5', '11', 'hotel'] 101001100001111110110001110011100000111110100010 : '
['7', '5', '11', 'hotel'] 011111101111110110110001110011100000111110100010 : '
['8', '5', '11', 'hotel'] 001101111101001110110001110011100000111110100010 : '
['9', '5', '11', 'hotel'] 000101001000100110110001110011100000111110100010 : '
['10', '5', '11', 'hotel'] 001011100010110010110001110011100000111110100010 : '
['11', '5', '11', 'hotel'] 101000111001110010110001110011100000111110100010 : '
['12', '5', '11', 'hotel'] 011100010111100010110001110011100000111110100010 : '
['5', '6', '11', 'hotel'] 111110111011010010100100101111010000111110100010 : '
['6', '6', '11', 'hotel'] 101001100001111110100100101111010000111110100010 : '
['7', '6', '11', 'hotel'] 011111101111110110100100101111010000111110100010 : '
['8', '6', '11', 'hotel'] 001101111101001110100100101111010000111110100010 : '
['9', '6', '11', 'hotel'] 000101001000100110100100101111010000111110100010 : '
['10', '6', '11', 'hotel'] 001011100010110010100100101111010000111110100010 : '
['11', '6', '11', 'hotel'] 101000111001110010100100101111010000111110100010 : '
['12', '6', '11', 'hotel'] 011100010111100010100100101111010000111110100010 : '
['5', '7', '11', 'hotel'] 111110111011010001110001001001110000111110100010 : '
['6', '7', '11', 'hotel'] 101001100001111101110001001001110000111110100010 : '
['7', '7', '11', 'hotel'] 011111101111110101110001001001110000111110100010 : '
['8', '7', '11', 'hotel'] 001101111101001101110001001001110000111110100010 : '
['9', '7', '11', 'hotel'] 000101001000100101110001001001110000111110100010 : '
['10', '7', '11', 'hotel'] 001011100010110001110001001001110000111110100010 : '
['11', '7', '11', 'hotel'] 101000111001110001110001001001110000111110100010 : '
['12', '7', '11', 'hotel'] 011100010111100001110001001001110000111110100010 : '
['5', '8', '11', 'hotel'] 111110111011010011110011011001010000111110100010 : '
['6', '8', '11', 'hotel'] 101001100001111111110011011001010000111110100010 : '
['7', '8', '11', 'hotel'] 011111101111110111110011011001010000111110100010 : '
['8', '8', '11', 'hotel'] 001101111101001111110011011001010000111110100010 : '
['9', '8', '11', 'hotel'] 000101001000100111110011011001010000111110100010 : '
['10', '8', '11', 'hotel'] 001011100010110011110011011001010000111110100010 : '
['11', '8', '11', 'hotel'] 101000111001110011110011011001010000111110100010 : '
['12', '8', '11', 'hotel'] 011100010111100011110011011001010000111110100010 : '
['3', '0', '0', 'gamma'] 000001101000000110111010100000010100011101000111 : '
['3', '1', '0', 'gamma'] 000001101000000110000000111110110100011101000111 : '
['3', '2', '0', 'gamma'] 000001101000000100001111110110100100011101000111 : '
['3', '3', '0', 'gamma'] 000001101000000101111000001100110100011101000111 : '
['3', '4', '0', 'gamma'] 000001101000000101101111110110010100011101000111 : '
['3', '5', '0', 'gamma'] 000001101000000110110001110011100100011101000111 : '
['3', '6', '0', 'gamma'] 000001101000000110100100101111010100011101000111 : '
['3', '7', '0', 'gamma'] 000001101000000101110001001001110100011101000111 : '
['3', '8', '0', 'gamma'] 000001101000000111110011011001010100011101000111 : '
['3', '9', '0', 'gamma'] 000001101000000110011101100001000100011101000111 : '
['3', '10', '0', 'gamma'] 000001101000000110110101011011100100011101000111 : '
['3', '11', '0', 'gamma'] 000001101000000110111000011110110100011101000111 : '
['3', '12', '0', 'gamma'] 000001101000000110110100100110010100011101000111 : '
['3', '0', '1', 'gamma'] 000001101000000110111010100000011101110110000000 : '
['3', '1', '1', 'gamma'] 000001101000000110000000111110111101110110000000 : '
['3', '2', '1', 'gamma'] 000001101000000100001111110110101101110110000000 : '
['3', '3', '1', 'gamma'] 000001101000000101111000001100111101110110000000 : '
['3', '10', '1', 'gamma'] 000001101000000110110101011011101101110110000000 : '
['3', '11', '1', 'gamma'] 000001101000000110111000011110111101110110000000 : '
['3', '12', '1', 'gamma'] 000001101000000110110100100110011101110110000000 : '
['3', '1', '2', 'gamma'] 000001101000000110000000111110110010001000000010 : '
['3', '11', '2', 'gamma'] 000001101000000110111000011110110010001000000010 : '
['3', '12', '2', 'gamma'] 000001101000000110110100100110010010001000000010 : '
['3', '1', '3', 'gamma'] 000001101000000110000000111110111000110111010110 : '
['3', '2', '3', 'gamma'] 000001101000000100001111110110101000110111010110 : '
['3', '12', '3', 'gamma'] 000001101000000110110100100110011000110111010110 : '
['3', '12', '5', 'gamma'] 000001101000000110110100100110011001111101000110 : '
['11', '9', '6', 'alpha'] 101000111001110010011101100001000100101100001111 : '
['12', '9', '6', 'alpha'] 011100010111100010011101100001000100101100001111 : '
['11', '10', '6', 'alpha'] 101000111001110010110101011011100100101100001111 : '
['12', '10', '6', 'alpha'] 011100010111100010110101011011100100101100001111 : '
['11', '9', '7', 'alpha'] 101000111001110010011101100001001001010111001010 : '
['12', '9', '7', 'alpha'] 011100010111100010011101100001001001010111001010 : '
['11', '10', '7', 'alpha'] 101000111001110010110101011011101001010111001010 : '
['12', '10', '7', 'alpha'] 011100010111100010110101011011101001010111001010 : '
['11', '9', '8', 'alpha'] 101000111001110010011101100001000010010110100001 : '
['12', '9', '8', 'alpha'] 011100010111100010011101100001000010010110100001 : '
['11', '10', '8', 'alpha'] 101000111001110010110101011011100010010110100001 : '
['12', '10', '8', 'alpha'] 011100010111100010110101011011100010010110100001 : '
['4', '2', '1', 'beta'] 000000000001000100001111110110101101110110000000 : '
['5', '2', '1', 'beta'] 111110111011010000001111110110101101110110000000 : '
['6', '2', '1', 'beta'] 101001100001111100001111110110101101110110000000 : '
['7', '2', '1', 'beta'] 011111101111110100001111110110101101110110000000 : '
['8', '2', '1', 'beta'] 001101111101001100001111110110101101110110000000 : '
['9', '2', '1', 'beta'] 000101001000100100001111110110101101110110000000 : '
['10', '2', '1', 'beta'] 001011100010110000001111110110101101110110000000 : '
['11', '2', '1', 'beta'] 101000111001110000001111110110101101110110000000 : '
['4', '3', '1', 'beta'] 000000000001000101111000001100111101110110000000 : '
['5', '3', '1', 'beta'] 111110111011010001111000001100111101110110000000 : '
['6', '3', '1', 'beta'] 101001100001111101111000001100111101110110000000 : '
['7', '3', '1', 'beta'] 011111101111110101111000001100111101110110000000 : '
['8', '3', '1', 'beta'] 001101111101001101111000001100111101110110000000 : '
['9', '3', '1', 'beta'] 000101001000100101111000001100111101110110000000 : '
['10', '3', '1', 'beta'] 001011100010110001111000001100111101110110000000 : '
['11', '3', '1', 'beta'] 101000111001110001111000001100111101110110000000 : '
['10', '4', '1', 'beta'] 001011100010110001101111110110011101110110000000 : '
['11', '4', '1', 'beta'] 101000111001110001101111110110011101110110000000 : '
['11', '5', '3', 'hotel'] 101000111001110010110001110011101000110111010110 : '
['11', '6', '3', 'hotel'] 101000111001110010100100101111011000110111010110 : '
['11', '7', '3', 'hotel'] 101000111001110001110001001001111000110111010110 : '
['11', '8', '3', 'hotel'] 101000111001110011110011011001011000110111010110 : '
['11', '9', '3', 'hotel'] 101000111001110010011101100001001000110111010110 : '
['11', '10', '3', 'hotel'] 101000111001110010110101011011101000110111010110 : '
['11', '5', '4', 'hotel'] 101000111001110010110001110011100110000001101101 : '
['11', '6', '4', 'hotel'] 101000111001110010100100101111010110000001101101 : '
['11', '7', '4', 'hotel'] 101000111001110001110001001001110110000001101101 : '
['11', '8', '4', 'hotel'] 101000111001110011110011011001010110000001101101 : '
['11', '9', '4', 'hotel'] 101000111001110010011101100001000110000001101101 : '
['11', '10', '4', 'hotel'] 101000111001110010110101011011100110000001101101 : '
['11', '5', '5', 'hotel'] 101000111001110010110001110011101001111101000110 : '
['11', '6', '5', 'hotel'] 101000111001110010100100101111011001111101000110 : '
['11', '7', '5', 'hotel'] 101000111001110001110001001001111001111101000110 : '
['11', '8', '5', 'hotel'] 101000111001110011110011011001011001111101000110 : '
['11', '9', '5', 'hotel'] 101000111001110010011101100001001001111101000110 : '
['11', '10', '5', 'hotel'] 101000111001110010110101011011101001111101000110 : '
['2', '12', '5', 'alpha'] 100100000000000010110100100110011001111101000110 : '
['2', '12', '6', 'alpha'] 100100000000000010110100100110010100101100001111 : '
['2', '12', '7', 'alpha'] 100100000000000010110100100110011001010111001010 : '
['2', '12', '8', 'alpha'] 100100000000000010110100100110010010010110100001 : '
['2', '12', '9', 'alpha'] 100100000000000010110100100110010100010010001100 : '
['2', '12', '10', 'alpha'] 100100000000000010110100100110010011001110110010 : '
['2', '9', '11', 'alpha'] 100100000000000010011101100001000000111110100010 : '
['2', '10', '11', 'alpha'] 100100000000000010110101011011100000111110100010 : '
['2', '11', '11', 'alpha'] 100100000000000010111000011110110000111110100010 : '
['2', '12', '11', 'alpha'] 100100000000000010110100100110010000111110100010 : '
['2', '9', '12', 'alpha'] 100100000000000010011101100001000101100000100100 : '
['2', '10', '12', 'alpha'] 100100000000000010110101011011100101100000100100 : '
['2', '11', '12', 'alpha'] 100100000000000010111000011110110101100000100100 : '
['2', '12', '12', 'alpha'] 100100000000000010110100100110010101100000100100 : '
['1', '3', '0', 'beta'] 100001010101100101111000001100110100011101000111 : '
['2', '3', '0', 'beta'] 100100000000000001111000001100110100011101000111 : '
['4', '3', '0', 'beta'] 000000000001000101111000001100110100011101000111 : '
['5', '3', '0', 'beta'] 111110111011010001111000001100110100011101000111 : '
['6', '3', '0', 'beta'] 101001100001111101111000001100110100011101000111 : '
['7', '3', '0', 'beta'] 011111101111110101111000001100110100011101000111 : '
['8', '3', '0', 'beta'] 001101111101001101111000001100110100011101000111 : '
['9', '3', '0', 'beta'] 000101001000100101111000001100110100011101000111 : '
['10', '3', '0', 'beta'] 001011100010110001111000001100110100011101000111 : '
['1', '4', '0', 'beta'] 100001010101100101101111110110010100011101000111 : '
['2', '4', '0', 'beta'] 100100000000000001101111110110010100011101000111 : '
['4', '4', '0', 'beta'] 000000000001000101101111110110010100011101000111 : '
['5', '4', '0', 'beta'] 111110111011010001101111110110010100011101000111 : '
['6', '4', '0', 'beta'] 101001100001111101101111110110010100011101000111 : '
['7', '4', '0', 'beta'] 011111101111110101101111110110010100011101000111 : '
['8', '4', '0', 'beta'] 001101111101001101101111110110010100011101000111 : '
['9', '4', '0', 'beta'] 000101001000100101101111110110010100011101000111 : '
['10', '4', '0', 'beta'] 001011100010110001101111110110010100011101000111 : '
['1', '5', '0', 'beta'] 100001010101100110110001110011100100011101000111 : '
['2', '5', '0', 'beta'] 100100000000000010110001110011100100011101000111 : '
['4', '5', '0', 'beta'] 000000000001000110110001110011100100011101000111 : '
['5', '5', '0', 'beta'] 111110111011010010110001110011100100011101000111 : '
['6', '5', '0', 'beta'] 101001100001111110110001110011100100011101000111 : '
['7', '5', '0', 'beta'] 011111101111110110110001110011100100011101000111 : '
['8', '5', '0', 'beta'] 001101111101001110110001110011100100011101000111 : '
['9', '5', '0', 'beta'] 000101001000100110110001110011100100011101000111 : '
['10', '5', '0', 'beta'] 001011100010110010110001110011100100011101000111 : '
['1', '6', '0', 'beta'] 100001010101100110100100101111010100011101000111 : '
['2', '6', '0', 'beta'] 100100000000000010100100101111010100011101000111 : '
